a,p,b,c,x,f
9,0.75,6,-21,1.6018066406250004,-17.79638671875
1,0.6666666666666666,7,-33,0.000863837598531477,-32.99697656840514
24,0.5,4,48,9.000000000000002,84.0
13,0.5,8,6,0.6601562499999999,11.28125
3,0.5,4,33,0.14062500000000003,33.5625
14,0.6666666666666666,1,-17,813.037037037036,389.51851851851825
24,0.3333333333333333,6,-48,1.5396007178390019,-29.524791385931977
12,0.5,3,-26,4.0,-14.0
24,0.5,8,-12,2.2500000000000004,6.0000000000000036
7,0.75,8,11,0.18547153472900393,11.494590759277344
12,0.5,8,5,0.5625000000000001,9.5
15,0.3333333333333333,2,27,3.952847075210473,42.8113883008419
1,0.3333333333333333,2,-46,0.0680413817439772,-45.72783447302409
7,0.5,1,-49,12.250000000000002,-36.75
14,0.3333333333333333,3,-48,1.9401186449938952,-36.359288130036624
24,0.5,3,29,16.0,77.0
3,0.75,4,3,0.10011291503906253,3.13348388671875
6,0.75,8,-16,0.10011291503906253,-15.7330322265625
9,0.25,1,-41,2.948334068485009,-32.154997794544975
12,0.25,4,-22,0.6814202223120525,-13.822957332255372
23,0.3333333333333333,6,-50,1.4443850889988996,-32.66737893201321
11,0.3333333333333333,7,-27,0.37910550042920027,-21.692522993991197
19,0.5,1,-38,90.25000000000001,52.249999999999986
20,0.75,5,-9,81.00000000000001,126.00000000000006
20,0.5,7,-29,2.0408163265306123,-14.714285714285714
10,0.5,6,32,0.6944444444444445,36.166666666666664
8,0.75,7,-37,0.5397750937109537,-35.74052478134111
6,0.5,2,-22,2.2500000000000004,-17.5
14,0.5,3,12,5.444444444444445,28.333333333333336
4,0.6666666666666666,1,50,18.962962962962955,59.48148148148148
6,0.6666666666666666,1,35,63.99999999999996,66.99999999999999
12,0.25,8,40,0.2704217944326391,46.49012306638333
3,0.6666666666666666,8,-45,0.01562500000000001,-44.9375
6,0.25,7,35,0.12823038869755188,37.69283816264859
17,0.3333333333333333,6,37,0.9178350204849084,48.0140202458189
19,0.5,2,-34,22.562500000000004,11.124999999999993
24,0.25,4,-28,1.717071363829998,-7.395143634040025
4,0.6666666666666666,4,15,0.29629629629629634,15.592592592592593
18,0.3333333333333333,1,-19,14.696938456699064,10.393876913398138
12,0.75,3,42,81.00000000000001,123.0
19,0.25,4,33,1.2575101265756714,48.090121518908056
17,0.3333333333333333,3,-11,2.5960294679814897,4.57617680788894
3,0.6666666666666666,3,49,0.29629629629629634,49.44444444444444
21,0.25,7,19,0.6814202223120525,33.3098246685531
9,0.6666666666666666,8,10,0.4218750000000001,11.6875
11,0.6666666666666666,3,48,14.606310013717412,69.90946502057614
19,0.6666666666666666,1,-40,2032.2962962962933,976.1481481481474
2,0.75,6,-7,0.00390625,-6.9921875
11,0.6666666666666666,4,-24,6.162037037037033,-11.675925925925931
1,0.3333333333333333,6,22,0.01309457002197311,22.157134840263677
3,0.3333333333333333,1,-34,1.0,-32.0
15,0.6666666666666666,8,20,1.9531249999999996,27.8125
22,0.75,6,-12,57.19140624999999,102.3828125
13,0.3333333333333333,4,-38,1.1275690830441552,-28.979447335646757
9,0.5,2,-5,5.062500000000001,5.124999999999998
14,0.25,1,-43,5.31403070078241,-27.057907897652772
2,0.3333333333333333,8,-40,0.02405626121623442,-39.61509982054025
10,0.5,6,46,0.6944444444444445,50.166666666666664
22,0.6666666666666666,8,-7,6.162037037037033,17.648148148148138
4,0.6666666666666666,3,-44,0.7023319615912209,-42.946502057613166
7,0.75,6,-31,0.5861816406250001,-29.82763671875
2,0.6666666666666666,6,6,0.010973936899862834,6.032921810699588
4,0.5,4,-8,0.25,-7.0
7,0.75,2,19,47.48071289062501,50.653808593750014
11,0.25,4,-43,0.6067786201341671,-35.718656558389995
12,0.75,4,37,25.628906250000007,71.171875
22,0.25,8,-28,0.6067786201341671,-13.43731311677999
18,0.3333333333333333,1,-9,14.696938456699064,20.393876913398138
21,0.75,2,31,3845.937744140626,2594.95849609375
15,0.5,8,20,0.87890625,27.03125
5,0.75,6,21,0.15258789062499997,21.30517578125
3,0.75,1,-27,25.628906250000007,-18.45703125
11,0.25,2,-27,1.5289863122664042,-17.826082126401573
18,0.6666666666666666,8,48,3.375,61.5
10,0.6666666666666666,1,21,296.2962962962959,169.14814814814804
6,0.6666666666666666,8,-45,0.12500000000000003,-44.5
7,0.5,7,-4,0.25,-2.25
6,0.25,2,-21,0.6814202223120525,-16.911478666127685
7,0.25,6,-34,0.1934263920505191,-30.518324943090658
8,0.25,7,6,0.18818107314524274,9.951802536050096
18,0.6666666666666666,5,1,13.823999999999993,35.55999999999999
15,0.5,7,-21,1.1479591836734693,-12.964285714285715
8,0.6666666666666666,3,-29,5.6186556927297655,-20.57201646090535
18,0.3333333333333333,8,-2,0.6495190528383291,8.392304845413264
5,0.25,7,-42,0.10055784646817914,-39.888285224168236
18,0.6666666666666666,4,-5,26.999999999999993,48.99999999999997
16,0.75,2,-35,1296.0000000000002,829.0
7,0.5,8,-2,0.19140625000000003,-0.4687499999999998
12,0.25,5,44,0.5060595991810495,51.590893987715745
10,0.5,8,-36,0.39062499999999994,-32.875
24,0.25,4,24,1.717071363829998,44.604856365959975
2,0.6666666666666666,2,27,0.29629629629629634,27.296296296296298
6,0.75,5,29,0.6560999999999999,30.0935
16,0.25,8,23,0.3968502629920499,32.5244063118092
13,0.6666666666666666,7,-28,1.8978512039736526,-21.357520786092213
6,0.75,6,48,0.31640625000000006,48.6328125
17,0.6666666666666666,2,34,181.9629629629628,215.96296296296288
16,0.6666666666666666,6,26,5.6186556927297655,42.8559670781893
17,0.75,7,-31,11.00648330122865,-5.3182056304664655
7,0.3333333333333333,2,9,1.260144024690417,14.040576098761669
17,0.25,3,-38,1.5910734682457035,-23.680338785788667
8,0.5,5,-34,0.64,-30.8
21,0.25,5,15,1.0672161746555962,31.008242619833943
10,0.5,4,-10,1.5624999999999998,-3.749999999999999
18,0.3333333333333333,6,-3,1.0,9.0
15,0.3333333333333333,5,2,1.0,12.0
24,0.75,1,-48,104976.00000000003,34944.0
19,0.75,7,-18,17.173835446168265,22.07228270772596
2,0.25,4,48,0.06250000000000001,48.75
15,0.6666666666666666,8,46,1.9531249999999996,53.8125
5,0.75,8,-21,0.048279762268066406,-20.871253967285156
23,0.6666666666666666,6,-24,16.689986282578865,26.0699588477366
4,0.3333333333333333,6,-24,0.10475656017578486,-22.74292127789058
7,0.6666666666666666,5,-14,0.8130370370370367,-11.967407407407407
2,0.5,8,-9,0.015625,-8.875
1,0.3333333333333333,2,-30,0.0680413817439772,-29.727834473024092
3,0.6666666666666666,5,38,0.06400000000000003,38.16
4,0.3333333333333333,4,-35,0.1924500897298753,-33.460399282161
2,0.6666666666666666,1,-32,2.3703703703703702,-30.814814814814817
20,0.25,3,-16,1.9760518358278127,1.7844665224503125
10,0.5,8,-31,0.39062499999999994,-27.875
13,0.25,3,-33,1.1126266933435762,-22.986359759907813
14,0.25,8,-14,0.3321269187989006,-6.028953948826386
9,0.25,5,41,0.3448392445770989,46.17258866865649
15,0.25,7,18,0.435088532579309,27.136859184165488
23,0.3333333333333333,3,-50,4.085337964303426,-25.487972214179432
10,0.3333333333333333,7,-18,0.328602647305883,-13.399562937717638
19,0.6666666666666666,3,-32,75.27023319615905,80.90534979423865
9,0.25,1,-22,2.948334068485009,-13.154997794544974
13,0.5,7,42,0.8622448979591838,48.035714285714285
4,0.5,6,12,0.1111111111111111,12.666666666666666
24,0.5,1,-12,144.00000000000003,132.00000000000003
1,0.5,2,18,0.0625,18.125
11,0.25,6,19,0.35337996597923726,25.36083938762627
19,0.6666666666666666,7,-23,5.925062088327391,-2.2622826908541214
17,0.75,3,27,326.25390625,353.25390625
12,0.6666666666666666,3,-2,18.962962962962955,26.444444444444436
24,0.3333333333333333,8,-2,1.0,14.0
4,0.5,5,-19,0.16,-18.2
3,0.5,6,26,0.0625,26.375
4,0.5,8,14,0.0625,14.5
23,0.6666666666666666,7,-9,10.510312061332463,27.786092214663626
8,0.3333333333333333,5,-17,0.3894915964481182,-13.105084035518818
7,0.75,3,-5,9.378906250000002,4.37890625
2,0.5,4,10,0.0625,10.25
8,0.75,4,-27,5.062500000000001,-20.25
2,0.5,7,6,0.02040816326530612,6.142857142857143
20,0.25,6,36,0.7841966907341904,50.11554043321543
22,0.5,2,3,30.25,63.5
5,0.75,5,-5,0.31640625000000006,-4.47265625
19,0.25,2,24,3.1687269578573094,43.012361747143856
16,0.5,6,2,1.7777777777777777,12.666666666666666
5,0.5,2,4,1.5624999999999998,7.125
19,0.6666666666666666,2,-1,254.03703703703673,253.03703703703695
2,0.5,5,26,0.04,26.2
13,0.75,3,-29,111.56640624999997,82.56640625
24,0.3333333333333333,3,49,4.354648431614538,75.12789058968724
14,0.75,6,-14,9.378906250000002,4.7578125
1,0.25,4,30,0.024803141437003122,30.29763769724404
6,0.3333333333333333,7,-38,0.15272070966424256,-35.8619100647006
1,0.5,4,-20,0.015625,-19.9375
11,0.25,5,-33,0.4506266988303552,-26.240599517544673
7,0.25,4,6,0.3321269187989006,9.985523025586808
1,0.75,3,-16,0.00390625,-15.99609375
1,0.25,7,48,0.011761317071577673,48.24698765850313
17,0.5,6,-4,2.006944444444444,8.041666666666668
7,0.5,1,30,12.250000000000002,42.25
13,0.5,8,-50,0.6601562499999999,-44.71875
23,0.25,5,14,1.2048429861473944,32.072644792210916
17,0.25,4,-19,1.0841896364467956,-5.989724362638453
18,0.25,4,-41,1.170047150466696,-26.95943419439965
10,0.25,2,-15,1.3465216812699272,-6.920869912380436
2,0.3333333333333333,3,19,0.10475656017578486,19.62853936105471
9,0.5,5,-43,0.8099999999999999,-38.95
14,0.75,3,-50,150.06250000000003,100.0625
16,0.6666666666666666,5,-24,9.709037037037033,0.27259259259258073
17,0.6666666666666666,4,28,22.745370370370356,73.49074074074072
4,0.25,5,44,0.11696070952851466,45.754410642927716
4,0.75,8,19,0.019775390625000003,19.052734375
9,0.75,4,23,8.109146118164064,33.81219482421875
3,0.25,8,-18,0.042588763894503286,-16.977869666531923
22,0.5,6,3,3.3611111111111116,23.166666666666664
19,0.6666666666666666,3,-11,75.27023319615905,101.90534979423865
4,0.75,3,35,1.0,36.0
7,0.3333333333333333,5,-7,0.31879402382985417,-3.812059761701457
23,0.75,7,-20,36.877734863077876,66.04804801384842
14,0.75,5,10,19.448100000000004,42.4135
8,0.25,6,-33,0.23112042478354491,-28.839832353896192
17,0.5,1,-14,72.25,58.25
22,0.25,2,-7,3.8528040796511567,16.11682447790694
9,0.25,2,-32,1.170047150466696,-24.979717097199824
10,0.75,2,12,197.75390625,143.8359375
3,0.75,1,-16,25.628906250000007,-7.45703125
6,0.75,2,-1,25.628906250000007,16.0859375
7,0.6666666666666666,2,18,12.703703703703695,30.703703703703695
10,0.5,2,-39,6.249999999999999,-26.5
3,0.25,1,-26,0.6814202223120525,-23.955739333063843
9,0.6666666666666666,1,-32,215.99999999999986,75.99999999999997
12,0.25,3,35,1.0,44.0
22,0.25,2,-4,3.8528040796511567,19.11682447790694
2,0.6666666666666666,4,26,0.037037037037037056,26.074074074074073
4,0.5,8,40,0.0625,40.5
13,0.6666666666666666,8,48,1.2714120370370368,53.08564814814815
13,0.6666666666666666,1,5,650.9629629629623,330.4814814814813
1,0.75,4,37,0.0012359619140625002,37.00164794921875
12,0.25,8,-7,0.2704217944326391,-0.5098769336166633
10,0.6666666666666666,1,13,296.2962962962959,161.14814814814804
10,0.3333333333333333,1,49,6.085806194501843,61.17161238900369
1,0.75,3,31,0.00390625,31.00390625
13,0.5,5,29,1.6899999999999997,37.45
1,0.6666666666666666,4,-18,0.004629629629629634,-17.99074074074074
4,0.25,3,-16,0.23112042478354491,-13.919916176948096
22,0.75,4,-24,289.53149414062494,362.0419921875
1,0.5,8,-40,0.00390625,-39.96875
20,0.75,5,-22,81.00000000000001,113.00000000000006
9,0.3333333333333333,3,-12,1.0,-6.0
6,0.75,8,31,0.10011291503906253,31.2669677734375
20,0.75,4,3,197.75390625,266.671875
22,0.3333333333333333,8,-46,0.8776415154433098,-31.95773575290704
2,0.5,4,39,0.0625,39.25
21,0.75,5,-43,98.45600625000002,121.09334375000003
4,0.3333333333333333,3,25,0.29629629629629634,26.77777777777778
9,0.6666666666666666,1,-3,215.99999999999986,104.99999999999997
1,0.25,6,45,0.014445026548971559,45.26001047788149
10,0.25,6,-8,0.3112086629553587,-2.398244066803544
19,0.25,4,46,1.2575101265756714,61.090121518908056
15,0.3333333333333333,8,-11,0.49410588440130926,-3.094305849579051
7,0.3333333333333333,7,-5,0.19245008972987526,-2.305698743781746
2,0.75,2,42,0.31640625000000006,42.2109375
9,0.6666666666666666,6,-13,1.0,-10.0
18,0.75,7,-46,13.833845272803002,-13.721027696793016
20,0.6666666666666666,3,-30,87.79149519890251,101.6872427983538
1,0.5,8,38,0.00390625,38.03125
13,0.75,8,-3,2.206269264221192,2.8833847045898438
18,0.25,2,26,2.948334068485009,43.69000441091005
18,0.5,1,-30,81.00000000000001,50.999999999999986
11,0.25,8,-28,0.24080025497819735,-22.220793880523264
5,0.3333333333333333,5,-11,0.19245008972987526,-9.075499102701247
19,0.75,2,-49,2577.1486816406255,1669.09912109375
6,0.25,7,20,0.12823038869755188,22.692838162648588
12,0.25,4,-5,0.6814202223120525,3.1770426677446277
16,0.5,5,-35,2.56,-22.2
11,0.75,4,13,18.09571838378906,37.12762451171875
13,0.75,3,-46,111.56640624999997,65.56640625
16,0.25,3,-50,1.467523221730945,-36.79229100442149
20,0.6666666666666666,7,-29,6.9107007882518054,-4.812547241118679
2,0.75,7,-38,0.0021084964598084128,-37.99508017492711
2,0.3333333333333333,8,40,0.02405626121623442,40.38490017945975
21,0.75,4,-15,240.37110900878912,305.49481201171875
24,0.3333333333333333,8,-14,1.0,2.0
12,0.25,8,-13,0.2704217944326391,-6.509876933616663
15,0.5,3,-10,6.249999999999999,8.750000000000004
5,0.25,5,39,0.15749013123685915,41.362351968552886
4,0.5,3,-20,0.4444444444444444,-18.666666666666668
12,0.5,3,20,4.0,32.0
12,0.3333333333333333,2,-6,2.82842712474619,5.313708498984759
2,0.25,2,-22,0.15749013123685915,-21.055059212578847
24,0.5,8,38,2.2500000000000004,56.0
14,0.6666666666666666,3,44,30.11248285322357,89.16872427983535
11,0.6666666666666666,3,42,14.606310013717412,63.90946502057613
4,0.75,3,-45,1.0,-44.0
3,0.25,6,29,0.06250000000000001,30.125
19,0.25,4,5,1.2575101265756714,20.090121518908056
3,0.3333333333333333,3,17,0.1924500897298753,18.154700538379252
5,0.75,6,-44,0.15258789062499997,-43.69482421875
10,0.75,4,-10,12.359619140625,6.4794921875
3,0.25,6,45,0.06250000000000001,46.125
7,0.5,6,46,0.3402777777777778,48.041666666666664
21,0.75,6,-9,47.48071289062501,85.96142578125
21,0.5,7,-4,2.2500000000000004,11.75
9,0.6666666666666666,6,2,1.0,5.0
22,0.6666666666666666,5,-19,25.239703703703686,44.09925925925924
3,0.5,4,20,0.14062500000000003,20.5625
20,0.5,6,-43,2.777777777777778,-26.333333333333332
2,0.3333333333333333,2,-38,0.1924500897298753,-37.230199641080496
22,0.5,3,-36,13.444444444444446,4.333333333333329
21,0.3333333333333333,4,32,2.3150323971815165,50.52025917745213
15,0.5,7,-21,1.1479591836734693,-12.964285714285715
16,0.3333333333333333,5,5,1.1016485962545541,16.016485962545538
24,0.5,2,5,36.00000000000001,77.00000000000001
13,0.6666666666666666,2,-22,81.37037037037031,59.370370370370324
3,0.3333333333333333,5,-1,0.08944271909999162,-0.10557280900008403
18,0.5,8,48,1.2656250000000002,58.125
5,0.3333333333333333,3,-25,0.414086662499961,-22.515480025000233
24,0.25,4,-2,1.717071363829998,18.604856365959975
13,0.6666666666666666,8,-18,1.2714120370370368,-12.914351851851851
8,0.6666666666666666,1,-45,151.70370370370358,30.85185185185182
6,0.5,6,-6,0.25,-4.5
6,0.3333333333333333,5,21,0.2529822128134704,23.529822128134704
2,0.6666666666666666,4,42,0.037037037037037056,42.074074074074076
16,0.5,2,7,16.0,39.0
3,0.25,2,-14,0.2704217944326391,-12.377469233404167
18,0.25,4,11,1.170047150466696,25.04056580560035
6,0.75,7,-21,0.17078821324448146,-20.60149416909621
8,0.6666666666666666,3,-39,5.6186556927297655,-30.57201646090535
22,0.25,4,-30,1.5289863122664042,-11.652164252803146
21,0.3333333333333333,2,18,6.5479004268543965,44.19160170741758
23,0.25,8,20,0.6438289143231779,35.45189394375627
4,0.5,1,-25,4.0,-21.0
8,0.5,6,34,0.4444444444444444,36.666666666666664
18,0.5,7,-41,1.6530612244897958,-29.42857142857143
23,0.5,6,-40,3.673611111111111,-17.958333333333332
6,0.75,1,2,410.0625000000001,138.6875
6,0.75,1,24,410.0625000000001,160.6875
6,0.25,1,5,1.717071363829998,10.151214091489994
13,0.25,7,13,0.3595123064478777,20.54975843540543
22,0.6666666666666666,1,-45,3154.962962962958,1532.48148148148
21,0.25,7,31,0.6814202223120525,45.3098246685531
22,0.25,4,30,1.5289863122664042,48.347835747196854
24,0.3333333333333333,3,34,4.354648431614538,60.12789058968723
24,0.25,4,23,1.717071363829998,43.604856365959975
11,0.6666666666666666,3,2,14.606310013717412,23.90946502057613
21,0.5,2,-16,27.562500000000004,39.12499999999999
23,0.75,1,-40,88543.44140625,29474.48046875
1,0.3333333333333333,6,22,0.01309457002197311,22.157134840263677
1,0.5,1,-49,0.25,-48.75
9,0.25,1,22,2.948334068485009,30.845002205455025
18,0.6666666666666666,4,-33,26.999999999999993,20.99999999999997
10,0.25,2,-44,1.3465216812699272,-35.92086991238044
2,0.6666666666666666,5,32,0.018962962962962973,32.047407407407405
10,0.6666666666666666,4,-5,4.629629629629626,4.2592592592592595
18,0.5,4,-4,5.062500000000001,16.249999999999996
14,0.25,6,-3,0.48740396589933466,5.773271386188023
4,0.25,5,45,0.11696070952851466,46.754410642927716
21,0.75,3,9,759.6914062500001,768.69140625
15,0.5,3,31,6.249999999999999,49.75
7,0.5,3,26,1.3611111111111112,30.083333333333336
10,0.3333333333333333,1,-11,6.085806194501843,1.1716123890036911
23,0.75,7,-50,36.877734863077876,36.048048013848415
15,0.5,2,-12,14.0625,16.125
2,0.3333333333333333,4,-8,0.0680413817439772,-7.455668946048183
16,0.75,5,6,33.17759999999999,61.29600000000002
6,0.75,6,-46,0.31640625000000006,-45.3671875
20,0.6666666666666666,3,-23,87.79149519890251,108.6872427983538
20,0.3333333333333333,3,-9,3.312693299999687,10.876159799998128
14,0.5,3,6,5.444444444444445,22.333333333333336
10,0.3333333333333333,8,37,0.2689571768199595,41.30331482911935
23,0.3333333333333333,6,-33,1.4443850889988996,-15.667378932013207
14,0.6666666666666666,7,-24,2.370370370370369,-15.703703703703702
4,0.3333333333333333,5,-18,0.1377060745318193,-16.622939254681807
20,0.6666666666666666,4,16,37.037037037037,90.07407407407405
19,0.5,6,-17,2.5069444444444446,-1.9583333333333321
13,0.3333333333333333,2,-23,3.1892469795072773,-10.243012081970889
24,0.75,7,41,43.72178259058725,143.01749271137027
14,0.6666666666666666,5,3,6.504296296296291,19.260740740740736
24,0.6666666666666666,5,-41,32.76799999999999,40.920000000000016
8,0.3333333333333333,7,24,0.23512891422794963,27.291804799191294
14,0.6666666666666666,4,43,12.703703703703695,68.40740740740739
7,0.6666666666666666,7,-5,0.2962962962962962,-3.962962962962963
3,0.25,3,37,0.15749013123685915,38.41741118113173
2,0.75,7,-50,0.0021084964598084128,-49.99508017492711
24,0.3333333333333333,5,35,2.0238577025077626,55.23857702507763
3,0.75,8,45,0.006257057189941408,45.016685485839844
9,0.3333333333333333,4,-36,0.6495190528383291,-30.803847577293368
22,0.75,1,-40,74120.06249999999,24666.6875
23,0.5,2,28,33.0625,94.125
19,0.5,6,22,2.5069444444444446,37.04166666666667
7,0.3333333333333333,5,11,0.31879402382985417,14.187940238298543
12,0.6666666666666666,6,40,2.3703703703703702,47.111111111111114
22,0.75,6,9,57.19140624999999,123.3828125
8,0.25,6,-14,0.23112042478354491,-9.839832353896192
3,0.3333333333333333,6,13,0.0680413817439772,13.816496580927726
10,0.6666666666666666,5,-39,2.370370370370369,-33.074074074074076
3,0.5,6,39,0.0625,39.375
16,0.75,3,27,256.0,283.0
18,0.3333333333333333,8,-10,0.6495190528383291,0.39230484541326405
21,0.3333333333333333,3,-24,3.5642255405212087,-2.6146467568727516
10,0.3333333333333333,6,48,0.414086662499961,52.969039949999534
10,0.25,1,30,3.393022020743633,40.1790660622309
23,0.3333333333333333,5,-4,1.8986935079251301,14.986935079251303
7,0.75,1,-28,759.6914062500001,225.2304687500001
20,0.5,3,48,11.111111111111112,81.33333333333334
2,0.5,2,27,0.25,27.5
10,0.5,1,-7,24.999999999999996,18.000000000000004
23,0.6666666666666666,8,-39,7.041087962962962,-10.835648148148152
16,0.75,1,45,20736.000000000004,6957.0
7,0.75,1,12,759.6914062500001,265.2304687500001
19,0.3333333333333333,2,25,5.635124633016523,47.5404985320661
12,0.6666666666666666,1,22,511.99999999999955,277.9999999999999
9,0.5,4,26,1.2656250000000002,31.0625
3,0.5,4,-20,0.14062500000000003,-19.4375
23,0.25,8,40,0.6438289143231779,55.45189394375627
20,0.3333333333333333,1,-5,17.213259316477398,29.426518632954817
16,0.25,1,4,6.3496042078727974,23.048812623618392
4,0.75,8,-28,0.019775390625000003,-27.947265625
15,0.5,3,36,6.249999999999999,54.75
22,0.3333333333333333,3,-36,3.8218202487450155,-13.069078507529902
20,0.3333333333333333,5,-45,1.5396007178390017,-29.603992821609978
14,0.75,8,-48,2.967544555664063,-40.0865478515625
6,0.75,2,-22,25.628906250000007,-4.9140625
2,0.3333333333333333,3,24,0.10475656017578486,24.62853936105471
22,0.5,8,39,1.890625,54.125
5,0.5,5,27,0.25,28.25
6,0.5,2,-14,2.2500000000000004,-9.5
23,0.5,2,45,33.0625,111.125
21,0.75,8,-5,15.02319431304932,35.061851501464844
5,0.25,5,-4,0.15749013123685915,-1.637648031447113
9,0.75,2,22,129.74633789062503,108.49755859375
18,0.3333333333333333,2,-50,5.196152422706631,-29.215390309173472
17,0.5,3,-35,8.027777777777777,-10.916666666666664
23,0.3333333333333333,6,41,1.4443850889988996,58.33262106798679
24,0.75,6,-44,81.00000000000001,118.0
3,0.5,3,32,0.25,32.75
12,0.5,5,23,1.44,30.2
12,0.5,4,-42,2.2500000000000004,-33.0
2,0.5,6,-28,0.027777777777777776,-27.833333333333332
16,0.6666666666666666,6,44,5.6186556927297655,60.8559670781893
8,0.6666666666666666,3,21,5.6186556927297655,29.42798353909465
11,0.5,4,-50,1.890625,-42.4375
14,0.3333333333333333,8,-19,0.44552819256515114,-11.871548918957581
11,0.3333333333333333,8,12,0.3102931335104013,16.96469013616642
1,0.3333333333333333,8,36,0.008505172717997151,36.136082763487956
17,0.3333333333333333,5,-44,1.206525467490721,-31.934745325092788
3,0.25,8,-38,0.042588763894503286,-36.97786966653192
10,0.75,1,1,3164.0625,1055.6875
11,0.25,1,-48,3.8528040796511567,-36.441587761046534
3,0.25,1,-41,0.6814202223120525,-38.955739333063846
3,0.3333333333333333,5,-17,0.08944271909999162,-16.105572809000083
3,0.75,2,-28,1.6018066406250004,-26.93212890625
20,0.6666666666666666,2,-21,296.2962962962959,275.2962962962961
15,0.25,7,27,0.435088532579309,36.13685918416549
16,0.3333333333333333,5,8,1.1016485962545541,19.016485962545538
22,0.25,7,-35,0.725024806327124,-19.774479067130397
13,0.75,5,9,14.459006250000005,33.09834375
7,0.5,7,-13,0.25,-11.25
19,0.75,3,-23,509.0664062500001,486.0664062499998
13,0.25,7,35,0.3595123064478777,42.54975843540543
3,0.3333333333333333,5,13,0.08944271909999162,13.894427190999917
23,0.75,2,-1,5533.965087890625,3688.31005859375
15,0.5,7,-16,1.1479591836734693,-7.964285714285715
10,0.75,8,-8,0.7724761962890625,-5.9400634765625
9,0.6666666666666666,8,22,0.4218750000000001,23.6875
5,0.5,8,-38,0.09765624999999999,-37.21875
5,0.25,3,-43,0.3112086629553587,-40.19912203340177
13,0.5,6,-44,1.173611111111111,-36.958333333333336
20,0.6666666666666666,5,22,18.962962962962948,69.40740740740738
16,0.25,7,43,0.4741865904949963,52.957918400394924
4,0.3333333333333333,4,34,0.1924500897298753,35.539600717839
13,0.25,2,-1,1.9104594337731153,10.462756602638692
19,0.3333333333333333,5,-31,1.4255862991402155,-16.744137008597843
18,0.6666666666666666,7,-1,5.037900874635566,16.632653061224488
16,0.5,1,18,64.0,82.0
22,0.75,6,21,57.19140624999999,135.3828125
14,0.25,1,29,5.31403070078241,44.94209210234723
12,0.25,2,-34,1.717071363829998,-23.697571817020012
5,0.25,7,28,0.10055784646817914,30.11171477583176
6,0.75,4,-28,1.6018066406250004,-25.8642578125
3,0.5,6,22,0.0625,22.375
16,0.6666666666666666,2,-31,151.70370370370358,120.70370370370364
21,0.3333333333333333,8,16,0.8184875533567998,29.0958008537088
9,0.3333333333333333,4,14,0.6495190528383291,19.196152422706632
4,0.5,6,3,0.1111111111111111,3.6666666666666665
21,0.3333333333333333,3,-22,3.5642255405212087,-0.6146467568727516
15,0.3333333333333333,5,-48,1.0,-38.0
8,0.6666666666666666,7,33,0.44228485044811583,34.547996976568406
14,0.75,6,-8,9.378906250000002,10.7578125
14,0.75,4,17,47.48071289062501,80.30761718750003
9,0.3333333333333333,6,-34,0.35355339059327384,-29.757359312880716
14,0.6666666666666666,3,9,30.11248285322357,54.168724279835345
19,0.25,3,-17,1.845425312311618,-0.39117218919543717
7,0.3333333333333333,4,-30,0.44552819256515114,-26.43577445947879
15,0.25,4,39,0.9175471033989524,50.01056524078743
1,0.3333333333333333,3,-29,0.037037037037037056,-28.77777777777778
2,0.6666666666666666,8,-16,0.004629629629629634,-15.981481481481481
24,0.3333333333333333,7,25,1.22176567731394,42.10471948239516
9,0.3333333333333333,8,-47,0.229639663385923,-43.325765385825235
17,0.75,2,-13,1651.660400390625,1088.10693359375
18,0.6666666666666666,1,-49,1727.9999999999984,814.9999999999989
16,0.3333333333333333,5,-35,1.1016485962545541,-23.983514037454462
6,0.75,6,39,0.31640625000000006,39.6328125
11,0.5,8,16,0.47265625,19.78125
1,0.25,6,-12,0.014445026548971559,-11.739989522118512
11,0.6666666666666666,7,-29,1.1497678436453944,-24.97581254724112
6,0.25,5,-38,0.20082988502465085,-34.98755172463024
7,0.5,3,6,1.3611111111111112,10.083333333333334
13,0.3333333333333333,1,-27,9.020552664353238,-8.958894671293521
14,0.6666666666666666,6,-48,3.764060356652948,-36.70781893004116
2,0.3333333333333333,3,28,0.10475656017578486,28.62853936105471
24,0.25,2,4,4.326748710922225,29.960492265533347
8,0.3333333333333333,1,-11,4.354648431614538,-2.2907031367709223
3,0.25,1,4,0.6814202223120525,6.044260666936157
8,0.5,7,-33,0.32653061224489793,-30.714285714285715
21,0.25,3,-9,2.108874481153326,9.979870330379939
12,0.5,2,-31,9.000000000000002,-12.999999999999996
8,0.3333333333333333,2,-14,1.5396007178390019,-7.841597128643992
8,0.75,1,10,1296.0000000000002,442.0
1,0.6666666666666666,7,27,0.000863837598531477,27.003023431594862
3,0.6666666666666666,3,-38,0.29629629629629634,-37.55555555555556
18,0.25,1,-6,7.42933631001291,16.288008930038732
15,0.6666666666666666,1,1,999.9999999999989,500.99999999999955
16,0.3333333333333333,5,13,1.1016485962545541,24.016485962545538
3,0.5,3,-35,0.25,-34.25
