A,a,w,r,L,K,unit_cost
1.0,0.75,4,1,0.9306048591020996,1.2408064788027995,4.963225915211198
1.0,0.75,4,2,1.1066819197003215,0.737787946466881,5.902303571735048
1.0,0.75,4,3,1.224744871391589,0.5443310539518174,6.531972647421808
1.0,0.75,4,4,1.3160740129524924,0.4386913376508308,7.019061402413293
1.0,0.75,4,5,1.3915788418568702,0.3710876911618321,7.421753823236641
1.0,0.75,5,1,0.8801117367933933,1.4668528946556556,5.867411578622622
1.0,0.75,5,2,1.0466351393921054,0.8721959494934212,6.977567595947369
1.0,0.75,5,3,1.158292185288269,0.6434956584934828,7.721947901921794
1.0,0.75,5,4,1.2446659545769565,0.5186108144070652,8.297773030513044
1.0,0.75,5,5,1.3160740129524924,0.4386913376508308,8.773826753016616
2.0,0.25,1,1,0.2193456688254154,0.6580370064762462,0.8773826753016616
2.0,0.25,1,2,0.3688939732334405,0.5533409598501607,1.475575892933762
2.0,0.25,1,3,0.49999999999999994,0.49999999999999994,1.9999999999999998
2.0,0.25,1,4,0.6204032394013997,0.4653024295510498,2.481612957605599
2.0,0.25,1,5,0.7334264473278278,0.44005586839669664,2.933705789311311
2.0,0.25,2,1,0.13042371500610728,0.7825422900366436,1.0433897200488582
2.0,0.25,2,2,0.2193456688254154,0.6580370064762462,1.7547653506033232
2.0,0.25,2,3,0.29730177875068026,0.5946035575013604,2.3784142300054416
2.0,0.25,2,4,0.3688939732334405,0.5533409598501607,2.951151785867524
2.0,0.25,2,5,0.4360979747467106,0.5233175696960527,3.4887837979736847
2.0,0.25,3,1,0.09622504486493762,0.8660254037844385,1.1547005383792515
2.0,0.25,3,2,0.16183059056910779,0.7282376575609851,1.9419670868292935
2.0,0.25,3,3,0.2193456688254154,0.6580370064762462,2.6321480259049848
2.0,0.25,3,4,0.2721655269759087,0.6123724356957945,3.265986323710904
2.0,0.25,3,5,0.3217478292467414,0.5791460926441345,3.860973950960897
2.0,0.25,4,1,0.07755040492517497,0.9306048591020996,1.2408064788027995
2.0,0.25,4,2,0.13042371500610728,0.7825422900366436,2.0867794400977164
2.0,0.25,4,3,0.17677669529663687,0.7071067811865476,2.8284271247461903
2.0,0.25,4,4,0.2193456688254154,0.6580370064762462,3.5095307012066463
2.0,0.25,4,5,0.2593054072035326,0.6223329772884783,4.148886515256522
2.0,0.25,5,1,0.06559965570884768,0.9839948356327152,1.3119931141769536
2.0,0.25,5,2,0.11032503065489575,0.8274377299117183,2.2065006130979152
2.0,0.25,5,3,0.14953487812212204,0.7476743906106103,2.990697562442441
2.0,0.25,5,4,0.18554384558091605,0.6957894209284351,3.7108769116183207
2.0,0.25,5,5,0.2193456688254154,0.6580370064762462,4.386913376508308
2.0,0.3333333333333333,1,1,0.31498026247371824,0.6299605249474366,0.9449407874211548
2.0,0.3333333333333333,1,2,0.49999999999999994,0.5,1.5
2.0,0.3333333333333333,1,3,0.655185348552224,0.4367902323681494,1.965556045656672
2.0,0.3333333333333333,1,4,0.7937005259840997,0.3968502629920499,2.3811015779522995
2.0,0.3333333333333333,1,5,0.9210078746600966,0.3684031498640387,2.76302362398029
2.0,0.3333333333333333,2,1,0.19842513149602492,0.7937005259840998,1.1905507889761497
2.0,0.3333333333333333,2,2,0.31498026247371824,0.6299605249474366,1.8898815748423097
2.0,0.3333333333333333,2,3,0.4127409061118283,0.5503212081491045,2.47644543667097
2.0,0.3333333333333333,2,4,0.49999999999999994,0.5,3.0
2.0,0.3333333333333333,2,5,0.5801986042015973,0.4641588833612779,3.4811916252095845
2.0,0.3333333333333333,3,1,0.15142671606934494,0.9085602964160698,1.3628404446241047
2.0,0.3333333333333333,3,2,0.24037492838456803,0.7211247851537043,2.1633743554611127
2.0,0.3333333333333333,3,3,0.31498026247371824,0.6299605249474366,2.8348223622634645
2.0,0.3333333333333333,3,4,0.3815714141844439,0.5723571212766659,3.4341427276599954
2.0,0.3333333333333333,3,5,0.4427744038260879,0.5313292845913056,3.9849696344347914
2.0,0.3333333333333333,4,1,0.12499999999999997,1.0,1.5
2.0,0.3333333333333333,4,2,0.19842513149602492,0.7937005259840998,2.3811015779522995
2.0,0.3333333333333333,4,3,0.26001047788148796,0.6933612743506348,3.120125734577856
2.0,0.3333333333333333,4,4,0.31498026247371824,0.6299605249474366,3.7797631496846193
2.0,0.3333333333333333,4,5,0.36550221727660825,0.5848035476425733,4.386026607319299
2.0,0.3333333333333333,5,1,0.10772173450159415,1.0772173450159417,1.6158260175239123
2.0,0.3333333333333333,5,2,0.17099759466766964,0.8549879733383484,2.564963920015045
2.0,0.3333333333333333,5,3,0.2240702373278582,0.7469007910928608,3.3610535599178735
2.0,0.3333333333333333,5,4,0.27144176165949063,0.6786044041487267,4.07162642489236
2.0,0.3333333333333333,5,5,0.31498026247371824,0.6299605249474366,4.724703937105774
2.0,0.5,1,1,0.5,0.5,1.0
2.0,0.5,1,2,0.7071067811865476,0.3535533905932738,1.4142135623730951
2.0,0.5,1,3,0.8660254037844386,0.28867513459481287,1.7320508075688772
2.0,0.5,1,4,1.0,0.25,2.0
2.0,0.5,1,5,1.118033988749895,0.22360679774997896,2.23606797749979
2.0,0.5,2,1,0.3535533905932738,0.7071067811865476,1.4142135623730951
2.0,0.5,2,2,0.5,0.5,2.0
2.0,0.5,2,3,0.6123724356957945,0.408248290463863,2.449489742783178
2.0,0.5,2,4,0.7071067811865476,0.3535533905932738,2.8284271247461903
2.0,0.5,2,5,0.7905694150420949,0.31622776601683794,3.1622776601683795
2.0,0.5,3,1,0.28867513459481287,0.8660254037844386,1.7320508075688772
2.0,0.5,3,2,0.408248290463863,0.6123724356957945,2.449489742783178
2.0,0.5,3,3,0.5,0.5,3.0
2.0,0.5,3,4,0.5773502691896257,0.4330127018922193,3.4641016151377544
2.0,0.5,3,5,0.6454972243679028,0.3872983346207417,3.872983346207417
2.0,0.5,4,1,0.25,1.0,2.0
2.0,0.5,4,2,0.3535533905932738,0.7071067811865476,2.8284271247461903
2.0,0.5,4,3,0.4330127018922193,0.5773502691896257,3.4641016151377544
2.0,0.5,4,4,0.5,0.5,4.0
2.0,0.5,4,5,0.5590169943749475,0.4472135954999579,4.47213595499958
2.0,0.5,5,1,0.22360679774997896,1.118033988749895,2.23606797749979
2.0,0.5,5,2,0.31622776601683794,0.7905694150420949,3.1622776601683795
2.0,0.5,5,3,0.3872983346207417,0.6454972243679028,3.872983346207417
2.0,0.5,5,4,0.4472135954999579,0.5590169943749475,4.47213595499958
2.0,0.5,5,5,0.5,0.5,5.0
2.0,0.6666666666666666,1,1,0.6299605249474366,0.31498026247371835,0.944940787421155
2.0,0.6666666666666666,1,2,0.7937005259840998,0.19842513149602498,1.1905507889761497
2.0,0.6666666666666666,1,3,0.90856029641607,0.151426716069345,1.362840444624105
2.0,0.6666666666666666,1,4,1.0,0.12500000000000003,1.5
2.0,0.6666666666666666,1,5,1.077217345015942,0.10772173450159422,1.615826017523913
2.0,0.6666666666666666,2,1,0.5,0.5000000000000001,1.5
2.0,0.6666666666666666,2,2,0.6299605249474366,0.31498026247371835,1.88988157484231
2.0,0.6666666666666666,2,3,0.7211247851537043,0.24037492838456812,2.163374355461113
2.0,0.6666666666666666,2,4,0.7937005259840998,0.19842513149602498,2.3811015779522995
2.0,0.6666666666666666,2,5,0.8549879733383485,0.17099759466766976,2.564963920015046
2.0,0.6666666666666666,3,1,0.4367902323681494,0.6551853485522243,1.9655560456566725
2.0,0.6666666666666666,3,2,0.5503212081491045,0.4127409061118284,2.47644543667097
2.0,0.6666666666666666,3,3,0.6299605249474366,0.31498026247371835,2.8348223622634645
2.0,0.6666666666666666,3,4,0.6933612743506348,0.26001047788148807,3.120125734577856
2.0,0.6666666666666666,3,5,0.7469007910928608,0.2240702373278583,3.361053559917874
2.0,0.6666666666666666,4,1,0.3968502629920499,0.7937005259840999,2.3811015779522995
2.0,0.6666666666666666,4,2,0.5,0.5000000000000001,3.0
2.0,0.6666666666666666,4,3,0.5723571212766659,0.381571414184444,3.434142727659996
2.0,0.6666666666666666,4,4,0.6299605249474366,0.31498026247371835,3.77976314968462
2.0,0.6666666666666666,4,5,0.6786044041487267,0.27144176165949074,4.071626424892361
2.0,0.6666666666666666,5,1,0.3684031498640386,0.9210078746600968,2.7630236239802897
2.0,0.6666666666666666,5,2,0.4641588833612779,0.5801986042015974,3.4811916252095845
2.0,0.6666666666666666,5,3,0.5313292845913056,0.442774403826088,3.984969634434792
2.0,0.6666666666666666,5,4,0.5848035476425733,0.36550221727660837,4.3860266073193
2.0,0.6666666666666666,5,5,0.6299605249474366,0.31498026247371835,4.724703937105775
2.0,0.75,1,1,0.6580370064762462,0.2193456688254154,0.8773826753016616
2.0,0.75,1,2,0.7825422900366436,0.13042371500610728,1.0433897200488582
2.0,0.75,1,3,0.8660254037844385,0.09622504486493762,1.1547005383792515
2.0,0.75,1,4,0.9306048591020996,0.07755040492517497,1.2408064788027995
2.0,0.75,1,5,0.9839948356327152,0.06559965570884768,1.3119931141769536
2.0,0.75,2,1,0.5533409598501607,0.3688939732334405,1.475575892933762
2.0,0.75,2,2,0.6580370064762462,0.2193456688254154,1.7547653506033232
2.0,0.75,2,3,0.7282376575609851,0.16183059056910779,1.9419670868292935
2.0,0.75,2,4,0.7825422900366436,0.13042371500610728,2.0867794400977164
2.0,0.75,2,5,0.8274377299117183,0.11032503065489575,2.2065006130979152
2.0,0.75,3,1,0.49999999999999994,0.49999999999999994,1.9999999999999998
2.0,0.75,3,2,0.5946035575013604,0.29730177875068026,2.3784142300054416
2.0,0.75,3,3,0.6580370064762462,0.2193456688254154,2.6321480259049848
2.0,0.75,3,4,0.7071067811865476,0.17677669529663687,2.8284271247461903
2.0,0.75,3,5,0.7476743906106103,0.14953487812212204,2.990697562442441
2.0,0.75,4,1,0.4653024295510498,0.6204032394013997,2.481612957605599
2.0,0.75,4,2,0.5533409598501607,0.3688939732334405,2.951151785867524
2.0,0.75,4,3,0.6123724356957945,0.2721655269759087,3.265986323710904
2.0,0.75,4,4,0.6580370064762462,0.2193456688254154,3.5095307012066463
2.0,0.75,4,5,0.6957894209284351,0.18554384558091605,3.7108769116183207
2.0,0.75,5,1,0.44005586839669664,0.7334264473278278,2.933705789311311
2.0,0.75,5,2,0.5233175696960527,0.4360979747467106,3.4887837979736847
2.0,0.75,5,3,0.5791460926441345,0.3217478292467414,3.860973950960897
2.0,0.75,5,4,0.6223329772884783,0.2593054072035326,4.148886515256522
2.0,0.75,5,5,0.6580370064762462,0.2193456688254154,4.386913376508308
4.0,0.25,1,1,0.1096728344127077,0.3290185032381231,0.4386913376508308
4.0,0.25,1,2,0.18444698661672024,0.27667047992508037,0.737787946466881
4.0,0.25,1,3,0.24999999999999997,0.24999999999999997,0.9999999999999999
4.0,0.25,1,4,0.31020161970069987,0.2326512147755249,1.2408064788027995
4.0,0.25,1,5,0.3667132236639139,0.22002793419834832,1.4668528946556556
4.0,0.25,2,1,0.06521185750305364,0.3912711450183218,0.5216948600244291
4.0,0.25,2,2,0.1096728344127077,0.3290185032381231,0.8773826753016616
4.0,0.25,2,3,0.14865088937534013,0.2973017787506802,1.1892071150027208
4.0,0.25,2,4,0.18444698661672024,0.27667047992508037,1.475575892933762
4.0,0.25,2,5,0.2180489873733553,0.26165878484802635,1.7443918989868423
4.0,0.25,3,1,0.04811252243246881,0.43301270189221924,0.5773502691896257
4.0,0.25,3,2,0.08091529528455389,0.36411882878049256,0.9709835434146468
4.0,0.25,3,3,0.1096728344127077,0.3290185032381231,1.3160740129524924
4.0,0.25,3,4,0.13608276348795434,0.30618621784789724,1.632993161855452
4.0,0.25,3,5,0.1608739146233707,0.28957304632206726,1.9304869754804486
4.0,0.25,4,1,0.038775202462587484,0.4653024295510498,0.6204032394013997
4.0,0.25,4,2,0.06521185750305364,0.3912711450183218,1.0433897200488582
4.0,0.25,4,3,0.08838834764831843,0.3535533905932738,1.4142135623730951
4.0,0.25,4,4,0.1096728344127077,0.3290185032381231,1.7547653506033232
4.0,0.25,4,5,0.1296527036017663,0.3111664886442391,2.074443257628261
4.0,0.25,5,1,0.03279982785442384,0.4919974178163576,0.6559965570884768
4.0,0.25,5,2,0.05516251532744788,0.41371886495585913,1.1032503065489576
4.0,0.25,5,3,0.07476743906106102,0.3738371953053051,1.4953487812212205
4.0,0.25,5,4,0.09277192279045803,0.34789471046421755,1.8554384558091603
4.0,0.25,5,5,0.1096728344127077,0.3290185032381231,2.193456688254154
4.0,0.3333333333333333,1,1,0.15749013123685912,0.3149802624737183,0.4724703937105774
4.0,0.3333333333333333,1,2,0.24999999999999997,0.25,0.75
4.0,0.3333333333333333,1,3,0.327592674276112,0.2183951161840747,0.982778022828336
4.0,0.3333333333333333,1,4,0.39685026299204984,0.19842513149602495,1.1905507889761497
4.0,0.3333333333333333,1,5,0.4605039373300483,0.18420157493201936,1.381511811990145
4.0,0.3333333333333333,2,1,0.09921256574801246,0.3968502629920499,0.5952753944880749
4.0,0.3333333333333333,2,2,0.15749013123685912,0.3149802624737183,0.9449407874211548
4.0,0.3333333333333333,2,3,0.20637045305591414,0.27516060407455223,1.238222718335485
4.0,0.3333333333333333,2,4,0.24999999999999997,0.25,1.5
4.0,0.3333333333333333,2,5,0.29009930210079865,0.23207944168063896,1.7405958126047922
4.0,0.3333333333333333,3,1,0.07571335803467247,0.4542801482080349,0.6814202223120523
4.0,0.3333333333333333,3,2,0.12018746419228402,0.36056239257685213,1.0816871777305563
4.0,0.3333333333333333,3,3,0.15749013123685912,0.3149802624737183,1.4174111811317323
4.0,0.3333333333333333,3,4,0.19078570709222195,0.28617856063833297,1.7170713638299977
4.0,0.3333333333333333,3,5,0.22138720191304395,0.2656646422956528,1.9924848172173957
4.0,0.3333333333333333,4,1,0.062499999999999986,0.5,0.75
4.0,0.3333333333333333,4,2,0.09921256574801246,0.3968502629920499,1.1905507889761497
4.0,0.3333333333333333,4,3,0.13000523894074398,0.3466806371753174,1.560062867288928
4.0,0.3333333333333333,4,4,0.15749013123685912,0.3149802624737183,1.8898815748423097
4.0,0.3333333333333333,4,5,0.18275110863830413,0.2924017738212866,2.1930133036596495
4.0,0.3333333333333333,5,1,0.05386086725079708,0.5386086725079708,0.8079130087619562
4.0,0.3333333333333333,5,2,0.08549879733383482,0.4274939866691742,1.2824819600075226
4.0,0.3333333333333333,5,3,0.1120351186639291,0.3734503955464304,1.6805267799589367
4.0,0.3333333333333333,5,4,0.13572088082974532,0.33930220207436335,2.03581321244618
4.0,0.3333333333333333,5,5,0.15749013123685912,0.3149802624737183,2.362351968552887
4.0,0.5,1,1,0.25,0.25,0.5
4.0,0.5,1,2,0.3535533905932738,0.1767766952966369,0.7071067811865476
4.0,0.5,1,3,0.4330127018922193,0.14433756729740643,0.8660254037844386
4.0,0.5,1,4,0.5,0.125,1.0
4.0,0.5,1,5,0.5590169943749475,0.11180339887498948,1.118033988749895
4.0,0.5,2,1,0.1767766952966369,0.3535533905932738,0.7071067811865476
4.0,0.5,2,2,0.25,0.25,1.0
4.0,0.5,2,3,0.30618621784789724,0.2041241452319315,1.224744871391589
4.0,0.5,2,4,0.3535533905932738,0.1767766952966369,1.4142135623730951
4.0,0.5,2,5,0.39528470752104744,0.15811388300841897,1.5811388300841898
4.0,0.5,3,1,0.14433756729740643,0.4330127018922193,0.8660254037844386
4.0,0.5,3,2,0.2041241452319315,0.30618621784789724,1.224744871391589
4.0,0.5,3,3,0.25,0.25,1.5
4.0,0.5,3,4,0.28867513459481287,0.21650635094610965,1.7320508075688772
4.0,0.5,3,5,0.3227486121839514,0.19364916731037085,1.9364916731037085
4.0,0.5,4,1,0.125,0.5,1.0
4.0,0.5,4,2,0.1767766952966369,0.3535533905932738,1.4142135623730951
4.0,0.5,4,3,0.21650635094610965,0.28867513459481287,1.7320508075688772
4.0,0.5,4,4,0.25,0.25,2.0
4.0,0.5,4,5,0.2795084971874737,0.22360679774997896,2.23606797749979
4.0,0.5,5,1,0.11180339887498948,0.5590169943749475,1.118033988749895
4.0,0.5,5,2,0.15811388300841897,0.39528470752104744,1.5811388300841898
4.0,0.5,5,3,0.19364916731037085,0.3227486121839514,1.9364916731037085
4.0,0.5,5,4,0.22360679774997896,0.2795084971874737,2.23606797749979
4.0,0.5,5,5,0.25,0.25,2.5
4.0,0.6666666666666666,1,1,0.3149802624737183,0.15749013123685918,0.4724703937105775
4.0,0.6666666666666666,1,2,0.3968502629920499,0.09921256574801249,0.5952753944880749
4.0,0.6666666666666666,1,3,0.454280148208035,0.0757133580346725,0.6814202223120525
4.0,0.6666666666666666,1,4,0.5,0.06250000000000001,0.75
4.0,0.6666666666666666,1,5,0.538608672507971,0.05386086725079711,0.8079130087619565
4.0,0.6666666666666666,2,1,0.25,0.25000000000000006,0.75
4.0,0.6666666666666666,2,2,0.3149802624737183,0.15749013123685918,0.944940787421155
4.0,0.6666666666666666,2,3,0.36056239257685213,0.12018746419228406,1.0816871777305566
4.0,0.6666666666666666,2,4,0.3968502629920499,0.09921256574801249,1.1905507889761497
4.0,0.6666666666666666,2,5,0.42749398666917426,0.08549879733383488,1.282481960007523
4.0,0.6666666666666666,3,1,0.2183951161840747,0.32759267427611216,0.9827780228283363
4.0,0.6666666666666666,3,2,0.27516060407455223,0.2063704530559142,1.238222718335485
4.0,0.6666666666666666,3,3,0.3149802624737183,0.15749013123685918,1.4174111811317323
4.0,0.6666666666666666,3,4,0.3466806371753174,0.13000523894074403,1.560062867288928
4.0,0.6666666666666666,3,5,0.3734503955464304,0.11203511866392915,1.680526779958937
4.0,0.6666666666666666,4,1,0.19842513149602495,0.39685026299204995,1.1905507889761497
4.0,0.6666666666666666,4,2,0.25,0.25000000000000006,1.5
4.0,0.6666666666666666,4,3,0.28617856063833297,0.190785707092222,1.717071363829998
4.0,0.6666666666666666,4,4,0.3149802624737183,0.15749013123685918,1.88988157484231
4.0,0.6666666666666666,4,5,0.33930220207436335,0.13572088082974537,2.0358132124461803
4.0,0.6666666666666666,5,1,0.1842015749320193,0.4605039373300484,1.3815118119901448
4.0,0.6666666666666666,5,2,0.23207944168063896,0.2900993021007987,1.7405958126047922
4.0,0.6666666666666666,5,3,0.2656646422956528,0.221387201913044,1.992484817217396
4.0,0.6666666666666666,5,4,0.2924017738212866,0.18275110863830418,2.19301330365965
4.0,0.6666666666666666,5,5,0.3149802624737183,0.15749013123685918,2.3623519685528875
4.0,0.75,1,1,0.3290185032381231,0.1096728344127077,0.4386913376508308
4.0,0.75,1,2,0.3912711450183218,0.06521185750305364,0.5216948600244291
4.0,0.75,1,3,0.43301270189221924,0.04811252243246881,0.5773502691896257
4.0,0.75,1,4,0.4653024295510498,0.038775202462587484,0.6204032394013997
4.0,0.75,1,5,0.4919974178163576,0.03279982785442384,0.6559965570884768
4.0,0.75,2,1,0.27667047992508037,0.18444698661672024,0.737787946466881
4.0,0.75,2,2,0.3290185032381231,0.1096728344127077,0.8773826753016616
4.0,0.75,2,3,0.36411882878049256,0.08091529528455389,0.9709835434146468
4.0,0.75,2,4,0.3912711450183218,0.06521185750305364,1.0433897200488582
4.0,0.75,2,5,0.41371886495585913,0.05516251532744788,1.1032503065489576
4.0,0.75,3,1,0.24999999999999997,0.24999999999999997,0.9999999999999999
4.0,0.75,3,2,0.2973017787506802,0.14865088937534013,1.1892071150027208
4.0,0.75,3,3,0.3290185032381231,0.1096728344127077,1.3160740129524924
4.0,0.75,3,4,0.3535533905932738,0.08838834764831843,1.4142135623730951
4.0,0.75,3,5,0.3738371953053051,0.07476743906106102,1.4953487812212205
4.0,0.75,4,1,0.2326512147755249,0.31020161970069987,1.2408064788027995
4.0,0.75,4,2,0.27667047992508037,0.18444698661672024,1.475575892933762
4.0,0.75,4,3,0.30618621784789724,0.13608276348795434,1.632993161855452
4.0,0.75,4,4,0.3290185032381231,0.1096728344127077,1.7547653506033232
4.0,0.75,4,5,0.34789471046421755,0.09277192279045803,1.8554384558091603
4.0,0.75,5,1,0.22002793419834832,0.3667132236639139,1.4668528946556556
4.0,0.75,5,2,0.26165878484802635,0.2180489873733553,1.7443918989868423
4.0,0.75,5,3,0.28957304632206726,0.1608739146233707,1.9304869754804486
4.0,0.75,5,4,0.3111664886442391,0.1296527036017663,2.074443257628261
4.0,0.75,5,5,0.3290185032381231,0.1096728344127077,2.193456688254154
