x_private,x_public,px,py,I,xunit,xn,y_private,U_private,U_public,choice,xchoice,ychoice
4,6,100.0,200.0,1200,1,13,4.0,4.0,5.999999999999999,public,6,6.0
4,7,100.0,200.0,1200,1,13,4.0,4.0,6.316359597656378,public,7,6.0
4,8,100.0,200.0,1200,1,13,4.0,4.0,6.603854497789253,public,8,6.0
4,9,100.0,200.0,1200,1,13,4.0,4.0,6.86828545531999,public,9,6.0
4,10,100.0,200.0,1200,1,13,4.0,4.0,7.113786608980125,public,10,6.0
6,2,100.0,200.0,1200,1,13,3.0,4.242640687119285,3.4641016151377544,private,6,3.0
6,4,100.0,200.0,1200,1,13,3.0,4.242640687119285,4.898979485566356,public,4,6.0
6,5,100.0,200.0,1200,1,13,3.0,4.242640687119285,5.477225575051661,public,5,6.0
6,6,100.0,200.0,1200,1,13,3.0,4.242640687119285,5.999999999999999,public,6,6.0
6,7,100.0,200.0,1200,1,13,3.0,4.242640687119285,6.48074069840786,public,7,6.0
6,8,100.0,200.0,1200,1,13,3.0,4.242640687119285,6.928203230275509,public,8,6.0
6,9,100.0,200.0,1200,1,13,3.0,4.242640687119285,7.348469228349534,public,9,6.0
6,10,100.0,200.0,1200,1,13,3.0,4.242640687119285,7.745966692414833,public,10,6.0
8,2,100.0,200.0,1200,1,13,2.0,5.039684199579492,2.8844991406148166,private,8,2.0
8,3,100.0,200.0,1200,1,13,2.0,5.039684199579492,3.7797631496846193,private,8,2.0
8,6,100.0,200.0,1200,1,13,2.0,5.039684199579492,5.999999999999999,public,6,6.0
8,7,100.0,200.0,1200,1,13,2.0,5.039684199579492,6.649399761150976,public,7,6.0
8,8,100.0,200.0,1200,1,13,2.0,5.039684199579492,7.268482371328558,public,8,6.0
8,9,100.0,200.0,1200,1,13,2.0,5.039684199579492,7.862224182626688,public,9,6.0
8,10,100.0,200.0,1200,1,13,2.0,5.039684199579492,8.434326653017491,public,10,6.0
10,2,100.0,200.0,1200,1,13,1.0,6.812920690579613,2.4018739103520055,private,10,1.0
10,3,100.0,200.0,1200,1,13,1.0,6.812920690579613,3.367386144928119,private,10,1.0
10,4,100.0,200.0,1200,1,13,1.0,6.812920690579613,4.279652775734652,private,10,1.0
10,5,100.0,200.0,1200,1,13,1.0,6.812920690579613,5.154266604432223,private,10,1.0
10,6,100.0,200.0,1200,1,13,1.0,6.812920690579613,6.0,private,10,1.0
10,8,100.0,200.0,1200,1,13,1.0,6.812920690579613,7.625474343975493,public,8,6.0
10,9,100.0,200.0,1200,1,13,1.0,6.812920690579613,8.411897386656605,public,9,6.0
10,10,100.0,200.0,1200,1,13,1.0,6.812920690579613,9.183859021684453,public,10,6.0
3,2,100.0,150.0,1200,1,13,6.0,5.045378491522287,5.65685424949238,public,2,8.0
3,3,100.0,150.0,1200,1,13,6.0,5.045378491522287,6.260338320293148,public,3,8.0
3,4,100.0,150.0,1200,1,13,6.0,5.045378491522287,6.727171322029717,public,4,8.0
3,5,100.0,150.0,1200,1,13,6.0,5.045378491522287,7.113117640155691,public,5,8.0
3,6,100.0,150.0,1200,1,13,6.0,5.045378491522287,7.4448388728167965,public,6,8.0
3,7,100.0,150.0,1200,1,13,6.0,5.045378491522287,7.737345681070677,public,7,8.0
3,8,100.0,150.0,1200,1,13,6.0,5.045378491522287,7.999999999999999,public,8,8.0
3,9,100.0,150.0,1200,1,13,6.0,5.045378491522287,8.23906857562847,public,9,8.0
3,10,100.0,150.0,1200,1,13,6.0,5.045378491522287,8.458970107524513,public,10,8.0
6,2,100.0,150.0,1200,1,13,4.0,4.898979485566356,4.000000000000001,private,6,4.0
6,4,100.0,150.0,1200,1,13,4.0,4.898979485566356,5.656854249492381,public,4,8.0
6,5,100.0,150.0,1200,1,13,4.0,4.898979485566356,6.324555320336759,public,5,8.0
6,6,100.0,150.0,1200,1,13,4.0,4.898979485566356,6.928203230275509,public,6,8.0
6,7,100.0,150.0,1200,1,13,4.0,4.898979485566356,7.4833147735478835,public,7,8.0
6,8,100.0,150.0,1200,1,13,4.0,4.898979485566356,8.000000000000002,public,8,8.0
6,9,100.0,150.0,1200,1,13,4.0,4.898979485566356,8.485281374238571,public,9,8.0
6,10,100.0,150.0,1200,1,13,4.0,4.898979485566356,8.94427190999916,public,10,8.0
9,2,100.0,150.0,1200,1,13,2.0,6.1793014317213535,2.82842712474619,private,9,2.0
9,3,100.0,150.0,1200,1,13,2.0,6.1793014317213535,3.8336586254776344,private,9,2.0
9,4,100.0,150.0,1200,1,13,2.0,6.1793014317213535,4.756828460010884,private,9,2.0
9,7,100.0,150.0,1200,1,13,2.0,6.1793014317213535,7.237624155400388,public,7,8.0
9,8,100.0,150.0,1200,1,13,2.0,6.1793014317213535,7.999999999999999,public,8,8.0
9,9,100.0,150.0,1200,1,13,2.0,6.1793014317213535,8.738851890731821,public,9,8.0
9,10,100.0,150.0,1200,1,13,2.0,6.1793014317213535,9.457416090031758,public,10,8.0
4,3,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,6.240251469155711,public,3,9.0
4,4,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,6.86828545531999,public,4,9.0
4,5,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,7.398636222991408,public,5,9.0
4,6,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,7.862224182626688,public,6,9.0
4,7,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,8.27677252914336,public,7,9.0
4,8,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,8.653497421844449,public,8,9.0
4,9,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,8.999999999999998,public,9,9.0
4,10,100.0,133.33333333333334,1200,1,13,6.0,5.241482788417792,9.321697517861576,public,10,9.0
8,2,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,3.3019272488946263,private,8,3.0
8,3,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,4.326748710922225,private,8,3.0
8,6,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,6.86828545531999,public,6,9.0
8,7,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,7.611662611020245,public,7,9.0
8,8,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,8.320335292207615,public,8,9.0
8,9,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,8.999999999999998,public,9,9.0
8,10,100.0,133.33333333333334,1200,1,13,3.0,5.768998281229632,9.654893846056297,public,10,9.0
6,2,100.0,120.0,1200,1,13,5.0,5.477225575051661,4.47213595499958,private,6,5.0
6,4,100.0,120.0,1200,1,13,5.0,5.477225575051661,6.324555320336759,public,4,10.0
6,5,100.0,120.0,1200,1,13,5.0,5.477225575051661,7.071067811865476,public,5,10.0
6,6,100.0,120.0,1200,1,13,5.0,5.477225575051661,7.745966692414833,public,6,10.0
6,7,100.0,120.0,1200,1,13,5.0,5.477225575051661,8.366600265340756,public,7,10.0
6,8,100.0,120.0,1200,1,13,5.0,5.477225575051661,8.94427190999916,public,8,10.0
6,9,100.0,120.0,1200,1,13,5.0,5.477225575051661,9.486832980505138,public,9,10.0
6,10,100.0,120.0,1200,1,13,5.0,5.477225575051661,10.000000000000002,public,10,10.0
2,2,100.0,100.0,1200,1,13,10.0,7.647244913317301,8.902036507084828,public,2,12.0
2,3,100.0,100.0,1200,1,13,10.0,7.647244913317301,9.524406311809198,public,3,12.0
2,4,100.0,100.0,1200,1,13,10.0,7.647244913317301,9.992198131867253,public,4,12.0
2,5,100.0,100.0,1200,1,13,10.0,7.647244913317301,10.370810668282974,public,5,12.0
2,6,100.0,100.0,1200,1,13,10.0,7.647244913317301,10.690784617684072,public,6,12.0
2,7,100.0,100.0,1200,1,13,10.0,7.647244913317301,10.969008635202638,public,7,12.0
2,8,100.0,100.0,1200,1,13,10.0,7.647244913317301,11.215863182208805,public,8,12.0
2,9,100.0,100.0,1200,1,13,10.0,7.647244913317301,11.43821151596324,public,9,12.0
2,10,100.0,100.0,1200,1,13,10.0,7.647244913317301,11.640841385349605,public,10,12.0
3,2,100.0,100.0,1200,1,13,9.0,6.8385211708643325,7.66731725095527,public,2,12.0
3,3,100.0,100.0,1200,1,13,9.0,6.8385211708643325,8.48528137423857,public,3,12.0
3,4,100.0,100.0,1200,1,13,9.0,6.8385211708643325,9.118028227819112,public,4,12.0
3,5,100.0,100.0,1200,1,13,9.0,6.8385211708643325,9.64114102733582,public,5,12.0
3,6,100.0,100.0,1200,1,13,9.0,6.8385211708643325,10.090756983044574,public,6,12.0
3,7,100.0,100.0,1200,1,13,9.0,6.8385211708643325,10.487221590056164,public,7,12.0
3,8,100.0,100.0,1200,1,13,9.0,6.8385211708643325,10.843224043318138,public,8,12.0
3,9,100.0,100.0,1200,1,13,9.0,6.8385211708643325,11.167258309225195,public,9,12.0
3,10,100.0,100.0,1200,1,13,9.0,6.8385211708643325,11.465313506452402,public,10,12.0
4,3,100.0,100.0,1200,1,13,8.0,6.349604207872797,7.559526299369238,public,3,12.0
4,4,100.0,100.0,1200,1,13,8.0,6.349604207872797,8.320335292207615,public,4,12.0
4,5,100.0,100.0,1200,1,13,8.0,6.349604207872797,8.962809493114328,public,5,12.0
4,6,100.0,100.0,1200,1,13,8.0,6.349604207872797,9.524406311809196,public,6,12.0
4,7,100.0,100.0,1200,1,13,8.0,6.349604207872797,10.026595869929167,public,7,12.0
4,8,100.0,100.0,1200,1,13,8.0,6.349604207872797,10.482965576835586,public,8,12.0
4,9,100.0,100.0,1200,1,13,8.0,6.349604207872797,10.902723556992838,public,9,12.0
4,10,100.0,100.0,1200,1,13,8.0,6.349604207872797,11.292432346572342,public,10,12.0
5,3,100.0,100.0,1200,1,13,7.0,6.084310349101415,6.734772289856239,public,3,12.0
5,4,100.0,100.0,1200,1,13,7.0,6.084310349101415,7.592428718693916,public,4,12.0
5,5,100.0,100.0,1200,1,13,7.0,6.084310349101415,8.332204018392918,public,5,12.0
5,6,100.0,100.0,1200,1,13,7.0,6.084310349101415,8.98984246126009,public,6,12.0
5,7,100.0,100.0,1200,1,13,7.0,6.084310349101415,9.586202015050803,public,7,12.0
5,8,100.0,100.0,1200,1,13,7.0,6.084310349101415,10.134676443657769,public,8,12.0
5,9,100.0,100.0,1200,1,13,7.0,6.084310349101415,10.644455216192984,public,9,12.0
5,10,100.0,100.0,1200,1,13,7.0,6.084310349101415,11.122157996826578,public,10,12.0
6,2,100.0,100.0,1200,1,13,6.0,5.999999999999999,4.898979485566357,private,6,6.0
6,4,100.0,100.0,1200,1,13,6.0,5.999999999999999,6.928203230275509,public,4,12.0
6,5,100.0,100.0,1200,1,13,6.0,5.999999999999999,7.745966692414834,public,5,12.0
6,6,100.0,100.0,1200,1,13,6.0,5.999999999999999,8.48528137423857,public,6,12.0
6,7,100.0,100.0,1200,1,13,6.0,5.999999999999999,9.16515138991168,public,7,12.0
6,8,100.0,100.0,1200,1,13,6.0,5.999999999999999,9.797958971132713,public,8,12.0
6,9,100.0,100.0,1200,1,13,6.0,5.999999999999999,10.392304845413264,public,9,12.0
6,10,100.0,100.0,1200,1,13,6.0,5.999999999999999,10.954451150103322,public,10,12.0
7,2,100.0,100.0,1200,1,13,5.0,6.084310349101415,4.219487292808174,private,7,5.0
7,3,100.0,100.0,1200,1,13,5.0,6.084310349101415,5.345392308842037,private,7,5.0
7,5,100.0,100.0,1200,1,13,5.0,6.084310349101415,7.200975860354962,public,5,12.0
7,6,100.0,100.0,1200,1,13,5.0,6.084310349101415,8.009039125020207,public,6,12.0
7,7,100.0,100.0,1200,1,13,5.0,6.084310349101415,8.762594390157432,public,7,12.0
7,8,100.0,100.0,1200,1,13,5.0,6.084310349101415,9.47242869900167,public,8,12.0
7,9,100.0,100.0,1200,1,13,5.0,6.084310349101415,10.146127519584464,public,9,12.0
7,10,100.0,100.0,1200,1,13,5.0,6.084310349101415,10.789273091987988,public,10,12.0
8,2,100.0,100.0,1200,1,13,4.0,6.349604207872797,3.634241185664279,private,8,4.0
8,3,100.0,100.0,1200,1,13,4.0,6.349604207872797,4.762203155904598,private,8,4.0
8,6,100.0,100.0,1200,1,13,4.0,6.349604207872797,7.559526299369238,public,6,12.0
8,7,100.0,100.0,1200,1,13,4.0,6.349604207872797,8.377718728240056,public,7,12.0
8,8,100.0,100.0,1200,1,13,4.0,6.349604207872797,9.157713940426653,public,8,12.0
8,9,100.0,100.0,1200,1,13,4.0,6.349604207872797,9.905781746683878,public,9,12.0
8,10,100.0,100.0,1200,1,13,4.0,6.349604207872797,10.62658569182611,public,10,12.0
9,2,100.0,100.0,1200,1,13,3.0,6.8385211708643325,3.130169160146574,private,9,3.0
9,3,100.0,100.0,1200,1,13,3.0,6.8385211708643325,4.242640687119285,private,9,3.0
9,4,100.0,100.0,1200,1,13,3.0,6.8385211708643325,5.26429605180997,private,9,3.0
9,7,100.0,100.0,1200,1,13,3.0,6.8385211708643325,8.00974779436792,public,7,12.0
9,8,100.0,100.0,1200,1,13,3.0,6.8385211708643325,8.853455357602572,public,8,12.0
9,9,100.0,100.0,1200,1,13,3.0,6.8385211708643325,9.671129386411877,public,9,12.0
9,10,100.0,100.0,1200,1,13,3.0,6.8385211708643325,10.466351393921055,public,10,12.0
10,2,100.0,100.0,1200,1,13,2.0,7.647244913317301,2.696012309194555,private,10,2.0
10,3,100.0,100.0,1200,1,13,2.0,7.647244913317301,3.7797631496846193,private,10,2.0
10,4,100.0,100.0,1200,1,13,2.0,7.647244913317301,4.803747820704011,private,10,2.0
10,5,100.0,100.0,1200,1,13,2.0,7.647244913317301,5.7854686503435895,private,10,2.0
10,6,100.0,100.0,1200,1,13,2.0,7.647244913317301,6.734772289856238,private,10,2.0
10,8,100.0,100.0,1200,1,13,2.0,7.647244913317301,8.559305551469304,public,8,12.0
10,9,100.0,100.0,1200,1,13,2.0,7.647244913317301,9.442035570794834,public,9,12.0
10,10,100.0,100.0,1200,1,13,2.0,7.647244913317301,10.308533208864446,public,10,12.0
10,10,40.0,40.0,1200,5,13,20.0,15.874010519681994,20.80083823051904,public,10,30.0
10,15,40.0,40.0,1200,5,13,20.0,15.874010519681994,23.811015779522986,public,15,30.0
10,20,40.0,40.0,1200,5,13,20.0,15.874010519681994,26.207413942088962,public,20,30.0
15,10,40.0,40.0,1200,5,13,15.0,15.000000000000002,17.320508075688775,public,10,30.0
15,15,40.0,40.0,1200,5,13,15.0,15.000000000000002,21.213203435596427,public,15,30.0
15,20,40.0,40.0,1200,5,13,15.0,15.000000000000002,24.494897427831784,public,20,30.0
20,15,40.0,40.0,1200,5,13,10.0,15.874010519681994,18.898815748423093,public,15,30.0
20,20,40.0,40.0,1200,5,13,10.0,15.874010519681994,22.894284851066633,public,20,30.0
15,10,40.0,30.0,1200,5,13,20.0,17.320508075688775,20.000000000000004,public,10,40.0
15,15,40.0,30.0,1200,5,13,20.0,17.320508075688775,24.494897427831784,public,15,40.0
15,20,40.0,30.0,1200,5,13,20.0,17.320508075688775,28.284271247461906,public,20,40.0
10,10,40.0,26.666666666666668,1200,5,13,30.0,20.80083823051904,27.256808892482095,public,10,45.0
10,15,40.0,26.666666666666668,1200,5,13,30.0,20.80083823051904,31.201257345778558,public,15,45.0
10,20,40.0,26.666666666666668,1200,5,13,30.0,20.80083823051904,34.34142727659995,public,20,45.0
20,15,40.0,26.666666666666668,1200,5,13,15.0,18.171205928321392,21.633743554611122,public,15,45.0
20,20,40.0,26.666666666666668,1200,5,13,15.0,18.171205928321392,26.207413942088962,public,20,45.0
15,10,40.0,24.0,1200,5,13,25.0,19.364916731037084,22.360679774997898,public,10,50.0
15,15,40.0,24.0,1200,5,13,25.0,19.364916731037084,27.386127875258307,public,15,50.0
15,20,40.0,24.0,1200,5,13,25.0,19.364916731037084,31.622776601683796,public,20,50.0
10,10,40.0,20.0,1200,5,13,40.0,25.19842099789746,33.019272488946264,public,10,60.0
10,15,40.0,20.0,1200,5,13,40.0,25.19842099789746,37.797631496846186,public,15,60.0
10,20,40.0,20.0,1200,5,13,40.0,25.19842099789746,41.601676461038075,public,20,60.0
15,10,40.0,20.0,1200,5,13,30.0,21.213203435596427,24.494897427831784,public,10,60.0
15,15,40.0,20.0,1200,5,13,30.0,21.213203435596427,30.000000000000004,public,15,60.0
15,20,40.0,20.0,1200,5,13,30.0,21.213203435596427,34.64101615137755,public,20,60.0
20,15,40.0,20.0,1200,5,13,20.0,19.999999999999996,23.811015779522986,public,15,60.0
20,20,40.0,20.0,1200,5,13,20.0,19.999999999999996,28.844991406148164,public,20,60.0
10,10,34.285714285714285,34.285714285714285,1200,5,13,25.0,19.24167448516752,24.469214704767367,public,10,35.0
10,15,34.285714285714285,34.285714285714285,1200,5,13,25.0,19.24167448516752,27.474627942442158,public,15,35.0
10,20,34.285714285714285,34.285714285714285,1200,5,13,25.0,19.24167448516752,29.828306832772352,public,20,35.0
10,25,34.285714285714285,34.285714285714285,1200,5,13,25.0,19.24167448516752,31.791950752037604,public,25,35.0
15,10,34.285714285714285,34.285714285714285,1200,5,13,20.000000000000004,17.680104304872263,20.459547550444963,public,10,35.0
15,15,34.285714285714285,34.285714285714285,1200,5,13,20.000000000000004,17.680104304872263,24.342417556156843,public,15,35.0
15,20,34.285714285714285,34.285714285714285,1200,5,13,20.000000000000004,17.680104304872263,27.536508989314722,public,20,35.0
15,25,34.285714285714285,34.285714285714285,1200,5,13,20.000000000000004,17.680104304872263,30.299938244139543,public,25,35.0
20,15,34.285714285714285,34.285714285714285,1200,5,13,15.000000000000002,17.68010430487226,21.567290873589243,public,15,35.0
20,20,34.285714285714285,34.285714285714285,1200,5,13,15.000000000000002,17.68010430487226,25.420796814571823,public,20,35.0
20,25,34.285714285714285,34.285714285714285,1200,5,13,15.000000000000002,17.68010430487226,28.877946646285256,public,25,35.0
25,10,34.285714285714285,34.285714285714285,1200,5,13,10.000000000000002,19.241674485167525,14.30368747926386,private,25,10.000000000000002
25,20,34.285714285714285,34.285714285714285,1200,5,13,10.000000000000002,19.241674485167525,23.467641121047823,public,20,35.0
25,25,34.285714285714285,34.285714285714285,1200,5,13,10.000000000000002,19.241674485167525,27.52268984135615,public,25,35.0
20,15,30.0,40.0,1200,5,13,15.0,17.320508075688775,21.213203435596427,public,15,30.0
20,20,30.0,40.0,1200,5,13,15.0,17.320508075688775,24.494897427831784,public,20,30.0
20,25,30.0,40.0,1200,5,13,15.0,17.320508075688775,27.386127875258307,public,25,30.0
20,30,30.0,40.0,1200,5,13,15.0,17.320508075688775,30.0,public,30,30.0
10,10,30.0,30.0,1200,5,13,30.0,22.795070569547775,28.2842712474619,public,10,40.0
10,15,30.0,30.0,1200,5,13,30.0,22.795070569547775,31.301691601465745,public,15,40.0
10,20,30.0,30.0,1200,5,13,30.0,22.795070569547775,33.63585661014858,public,20,40.0
10,25,30.0,30.0,1200,5,13,30.0,22.795070569547775,35.56558820077846,public,25,40.0
10,30,30.0,30.0,1200,5,13,30.0,22.795070569547775,37.224194364083985,public,30,40.0
15,10,30.0,30.0,1200,5,13,25.0,20.64176015811908,23.78414230005442,public,10,40.0
15,15,30.0,30.0,1200,5,13,25.0,20.64176015811908,27.689921001973392,public,15,40.0
15,20,30.0,30.0,1200,5,13,25.0,20.64176015811908,30.84421650815882,public,20,40.0
15,25,30.0,30.0,1200,5,13,25.0,20.64176015811908,33.53628856001657,public,25,40.0
15,30,30.0,30.0,1200,5,13,25.0,20.64176015811908,35.90938482052081,public,30,40.0
20,15,30.0,30.0,1200,5,13,20.0,20.000000000000004,24.494897427831784,public,15,40.0
20,20,30.0,30.0,1200,5,13,20.0,20.000000000000004,28.284271247461906,public,20,40.0
20,25,30.0,30.0,1200,5,13,20.0,20.000000000000004,31.622776601683796,public,25,40.0
20,30,30.0,30.0,1200,5,13,20.0,20.000000000000004,34.64101615137755,public,30,40.0
25,10,30.0,30.0,1200,5,13,15.0,20.64176015811908,16.81792830507429,private,25,15.0
25,20,30.0,30.0,1200,5,13,15.0,20.64176015811908,25.936791093020194,public,20,40.0
25,25,30.0,30.0,1200,5,13,15.0,20.64176015811908,29.818445717700673,public,25,40.0
25,30,30.0,30.0,1200,5,13,15.0,20.64176015811908,33.41744800134384,public,30,40.0
30,10,30.0,30.0,1200,5,13,10.0,22.795070569547775,14.142135623730953,private,30,10.0
30,15,30.0,30.0,1200,5,13,10.0,22.795070569547775,19.168293127388175,private,30,10.0
30,25,30.0,30.0,1200,5,13,10.0,22.795070569547775,28.117066259517458,public,25,40.0
30,30,30.0,30.0,1200,5,13,10.0,22.795070569547775,32.23709795470626,public,30,40.0
20,15,30.0,24.0,1200,5,13,25.0,22.360679774997898,27.386127875258307,public,15,50.0
20,20,30.0,24.0,1200,5,13,25.0,22.360679774997898,31.622776601683796,public,20,50.0
20,25,30.0,24.0,1200,5,13,25.0,22.360679774997898,35.35533905932738,public,25,50.0
20,30,30.0,24.0,1200,5,13,25.0,22.360679774997898,38.72983346207417,public,30,50.0
10,10,30.0,20.0,1200,5,13,45.0,30.896507158606767,38.33658625477635,public,10,60.0
10,15,30.0,20.0,1200,5,13,45.0,30.896507158606767,42.426406871192846,public,15,60.0
10,20,30.0,20.0,1200,5,13,45.0,30.896507158606767,45.59014113909555,public,20,60.0
10,25,30.0,20.0,1200,5,13,45.0,30.896507158606767,48.20570513667911,public,25,60.0
10,30,30.0,20.0,1200,5,13,45.0,30.896507158606767,50.453784915222876,public,30,60.0
20,15,30.0,20.0,1200,5,13,30.0,24.494897427831784,30.000000000000004,public,15,60.0
20,20,30.0,20.0,1200,5,13,30.0,24.494897427831784,34.64101615137755,public,20,60.0
20,25,30.0,20.0,1200,5,13,30.0,24.494897427831784,38.72983346207417,public,25,60.0
20,30,30.0,20.0,1200,5,13,30.0,24.494897427831784,42.42640687119285,public,30,60.0
30,10,30.0,20.0,1200,5,13,15.0,25.226892457611434,15.650845800732872,private,30,15.0
30,15,30.0,20.0,1200,5,13,15.0,25.226892457611434,21.213203435596423,private,30,15.0
30,25,30.0,20.0,1200,5,13,15.0,25.226892457611434,31.116648864423915,public,25,60.0
30,30,30.0,20.0,1200,5,13,15.0,25.226892457611434,35.676213450081626,public,30,60.0
15,10,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,20.80083823051904,public,10,30.0
15,15,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,23.811015779522986,public,15,30.0
15,20,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,26.207413942088962,public,20,30.0
15,25,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,28.23108086643085,public,25,30.0
15,30,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,29.999999999999993,public,30,30.0
15,35,26.666666666666668,40.0,1200,5,13,20.0,18.171205928321392,31.58179798828189,public,35,30.0
30,10,26.666666666666668,40.0,1200,5,13,10.0,20.80083823051904,14.42249570307408,private,30,10.0
30,20,26.666666666666668,40.0,1200,5,13,10.0,20.80083823051904,22.894284851066633,public,20,30.0
30,25,26.666666666666668,40.0,1200,5,13,10.0,20.80083823051904,26.566464229565273,public,25,30.0
30,30,26.666666666666668,40.0,1200,5,13,10.0,20.80083823051904,29.999999999999993,public,30,30.0
30,35,26.666666666666668,40.0,1200,5,13,10.0,20.80083823051904,33.24699880575487,public,35,30.0
10,10,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,32.214706383321925,public,10,45.0
10,15,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,35.252146662177225,public,15,45.0
10,20,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,37.57939049756312,public,20,45.0
10,25,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,39.48983238918228,public,25,45.0
10,30,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,41.122652788826,public,30,45.0
10,35,26.666666666666668,26.666666666666668,1200,5,13,34.99999999999999,26.495006750077405,42.55574395779207,public,35,45.0
15,10,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,27.256808892482095,public,10,45.0
15,15,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,31.201257345778558,public,15,45.0
15,20,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,34.34142727659995,public,20,45.0
15,25,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,36.993181114957046,public,25,45.0
15,30,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,39.31112091313344,public,30,45.0
15,35,26.666666666666668,26.666666666666668,1200,5,13,30.0,23.811015779522986,41.38386264571681,public,35,45.0
20,15,26.666666666666668,26.666666666666668,1200,5,13,24.999999999999996,22.63960742213633,27.61586320648121,public,15,45.0
20,20,26.666666666666668,26.666666666666668,1200,5,13,24.999999999999996,22.63960742213633,31.38245755929643,public,20,45.0
20,25,26.666666666666668,26.666666666666668,1200,5,13,24.999999999999996,22.63960742213633,34.65437471390471,public,25,45.0
20,30,26.666666666666668,26.666666666666668,1200,5,13,24.999999999999996,22.63960742213633,37.579390497563146,public,30,45.0
20,35,26.666666666666668,26.666666666666668,1200,5,13,24.999999999999996,22.63960742213633,40.24425208447019,public,35,45.0
25,10,26.666666666666668,26.666666666666668,1200,5,13,19.999999999999996,22.63960742213633,19.51266878705843,private,25,19.999999999999996
25,20,26.666666666666668,26.666666666666668,1200,5,13,19.999999999999996,22.63960742213633,28.67844235268925,public,20,45.0
25,25,26.666666666666668,26.666666666666668,1200,5,13,19.999999999999996,22.63960742213633,32.463433817162624,public,25,45.0
25,30,26.666666666666668,26.666666666666668,1200,5,13,19.999999999999996,22.63960742213633,35.9239461344521,public,30,45.0
25,35,26.666666666666668,26.666666666666668,1200,5,13,19.999999999999996,22.63960742213633,39.1360236163458,public,35,45.0
30,10,26.666666666666668,26.666666666666668,1200,5,13,15.0,23.811015779522986,16.509636244473132,private,30,15.0
30,20,26.666666666666668,26.666666666666668,1200,5,13,15.0,23.811015779522986,26.207413942088962,public,20,45.0
30,25,26.666666666666668,26.666666666666668,1200,5,13,15.0,23.811015779522986,30.411009977866996,public,25,45.0
30,30,26.666666666666668,26.666666666666668,1200,5,13,15.0,23.811015779522986,34.34142727659995,public,30,45.0
30,35,26.666666666666668,26.666666666666668,1200,5,13,15.0,23.811015779522986,38.058313055101216,public,35,45.0
35,10,26.666666666666668,26.666666666666668,1200,5,13,9.999999999999998,26.495006750077422,13.968775460668853,private,35,9.999999999999998
35,15,26.666666666666668,26.666666666666668,1200,5,13,9.999999999999998,26.495006750077422,19.147770105138623,private,35,9.999999999999998
35,30,26.666666666666668,26.666666666666668,1200,5,13,9.999999999999998,26.495006750077422,32.82862141536807,public,30,45.0
35,35,26.666666666666668,26.666666666666668,1200,5,13,9.999999999999998,26.495006750077422,37.010280012073714,public,35,45.0
15,10,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,33.019272488946264,public,10,60.0
15,15,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,37.797631496846186,public,15,60.0
15,20,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,41.601676461038075,public,20,60.0
15,25,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,44.81404746557164,public,25,60.0
15,30,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,47.62203155904597,public,30,60.0
15,35,26.666666666666668,20.0,1200,5,13,40.0,28.84499140614816,50.13297934964584,public,35,60.0
30,10,26.666666666666668,20.0,1200,5,13,20.0,26.207413942088962,18.171205928321395,private,30,20.0
30,20,26.666666666666668,20.0,1200,5,13,20.0,26.207413942088962,28.844991406148164,public,20,60.0
30,25,26.666666666666668,20.0,1200,5,13,20.0,26.207413942088962,33.471647504108475,public,25,60.0
